iso,pressure,free_gb,swap_gb,compressed_gb
2026-09-18T14:18:17Z,1,10.7,2.7,5.9
2026-09-18T14:18:37Z,1,10.6,2.7,6.2
2026-09-18T14:18:57Z,1,13.7,2.7,2.9
2026-09-18T14:19:17Z,1,11.9,2.7,3.6
2026-09-18T14:19:37Z,1,23.6,2.7,0.9
2026-09-18T14:19:57Z,1,11.8,2.7,0.9
2026-09-18T14:20:18Z,1,12.4,2.7,6.2
2026-09-18T14:20:38Z,1,11.6,2.7,4.3
2026-09-18T14:20:58Z,1,12.4,2.7,2.7
2026-09-18T14:21:18Z,1,11.2,2.7,5.8
2026-09-18T14:21:38Z,1,11.6,2.7,4.1
2026-09-18T14:21:58Z,1,12.9,2.7,3.2
2026-09-18T14:22:18Z,1,11.5,2.7,4.7
2026-09-18T14:22:38Z,1,10.7,2.7,5.9
2026-09-18T14:22:58Z,1,10.6,2.7,6.1
2026-09-18T14:23:18Z,1,10.7,2.7,5.9
2026-09-18T14:23:38Z,1,23.6,2.7,1.0
2026-09-18T14:23:58Z,1,10.2,2.7,0.9
2026-09-18T14:24:18Z,1,13.0,2.7,3.7
2026-09-18T14:24:38Z,1,13.0,2.7,3.6
2026-09-18T14:24:58Z,1,12.7,2.7,3.6
2026-09-18T14:25:18Z,1,12.2,2.7,5.3
2026-09-18T14:25:38Z,1,12.2,2.7,3.1
2026-09-18T14:25:59Z,1,11.0,2.7,5.4
2026-09-18T14:26:19Z,1,10.6,2.7,6.3
2026-09-18T14:26:39Z,1,10.5,2.7,6.4
2026-09-18T14:26:59Z,1,12.0,2.7,3.6
2026-09-18T14:27:19Z,1,23.6,2.7,1.2
2026-09-18T14:27:39Z,1,11.4,2.7,1.1
2026-09-18T14:27:59Z,1,12.9,2.7,4.5
2026-09-18T14:28:19Z,1,12.2,2.7,3.1
2026-09-18T14:28:39Z,1,12.0,2.7,3.4
2026-09-18T14:28:59Z,1,11.7,2.7,4.0
2026-09-18T14:29:19Z,1,10.9,2.7,5.4
2026-09-18T14:29:39Z,1,12.6,2.7,3.7
2026-09-18T14:29:59Z,1,11.6,2.7,4.3
2026-09-18T14:30:19Z,1,11.6,2.7,4.2
2026-09-18T14:30:40Z,1,11.7,2.7,4.0
2026-09-18T14:31:00Z,1,14.6,2.7,1.0
2026-09-18T14:31:20Z,1,11.8,2.7,3.9
2026-09-18T14:31:40Z,1,11.3,2.7,4.8
2026-09-18T14:32:00Z,1,10.6,2.7,6.2
2026-09-18T14:32:20Z,1,13.2,2.7,3.7
2026-09-18T14:32:40Z,1,12.0,2.7,3.5
2026-09-18T14:33:00Z,1,11.7,2.7,4.1
2026-09-18T14:33:20Z,1,11.2,2.7,5.0
2026-09-18T14:33:40Z,1,10.1,2.7,7.2
2026-09-18T14:34:00Z,1,11.1,2.7,5.2
2026-09-18T14:34:20Z,1,23.7,2.6,1.1
2026-09-18T14:34:40Z,1,10.3,2.6,1.0
2026-09-18T14:35:00Z,1,12.9,2.6,3.9
2026-09-18T14:35:20Z,1,12.3,2.6,3.7
2026-09-18T14:35:40Z,1,11.9,2.6,3.7
2026-09-18T14:36:00Z,1,10.6,2.6,6.2
2026-09-18T14:36:20Z,1,13.2,2.6,3.4
2026-09-18T14:36:40Z,1,12.3,2.6,2.9
2026-09-18T14:37:01Z,1,11.1,2.6,5.3
2026-09-18T14:37:21Z,1,11.9,2.6,4.8
2026-09-18T14:37:41Z,1,10.1,2.5,6.8
2026-09-18T14:38:01Z,1,18.9,2.4,1.1
2026-09-18T14:38:21Z,1,11.9,2.4,3.4
2026-09-18T14:38:41Z,1,12.4,2.4,3.2
2026-09-18T14:39:01Z,1,11.1,2.4,5.4
2026-09-18T14:39:21Z,1,10.6,2.4,6.1
2026-09-18T14:39:41Z,1,11.6,2.4,4.9
2026-09-18T14:40:01Z,1,10.8,2.4,5.8
2026-09-18T14:40:21Z,1,11.1,2.4,5.1
2026-09-18T14:40:41Z,1,11.3,2.4,4.7
